Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
TGSRTC - 40731,Super Luxury (Non AC Seater 2+2 Push Back),18:05,21:05,03h 00m,289,33 Seats available,"4.1
7",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 4076,Rajdhani (AC Semi Sleeper 2+2),18:50,21:30,02h 40m,351,32 Seats available,"3.6
15",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 40931,Super Luxury (Non AC Seater 2+2 Push Back),19:10,22:10,03h 00m,289,33 Seats available,"1.8
4",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 40110,Super Luxury (Non AC Seater 2+2 Push Back),19:40,22:15,02h 35m,289,32 Seats available,"4.2
15",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),19:55,22:55,03h 00m,351,37 Seats available,"2.6
20",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 40310,Super Luxury (Non AC Seater 2+2 Push Back),20:10,22:50,02h 40m,289,33 Seats available,"2.7
11",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 40710,Super Luxury (Non AC Seater 2+2 Push Back),20:40,00:10,03h 30m,289,33 Seats available,"2.8
8",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 5966,Rajdhani (AC Semi Sleeper 2+2),21:10,23:50,02h 40m,351,36 Seats available,"1.5
12",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 41131,Super Luxury (Non AC Seater 2+2 Push Back),21:25,00:25,03h 00m,289,33 Seats available,"3.1
8",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),21:35,00:10,02h 35m,351,37 Seats available,"2.2
16",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 41162,Super Luxury (Non AC Seater 2+2 Push Back),21:45,00:45,03h 00m,289,33 Seats available,"4.3
8",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
TGSRTC - 30710,RAJDHANI (A.C. Semi Sleeper),21:55,00:35,02h 40m,351,37 Seats available,"2.6
14",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
APSRTC - 3793,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,02:45,03h 05m,318,13 Seats available,"3.3
8",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),15:20,19:10,03h 50m,379,6 Seats available,"4.4
10",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
NueGo,Electric A/C Seater (2+2),18:20,22:10,03h 50m,379,7 Seats available,"3.5
13",Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
Morning Star Travels,A/C Sleeper (2+1),17:10,21:30,04h 20m,600,13 Seats available,2.7,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
Shri Ganesh Travels (LR SIYOL),A/C Seater / Sleeper (2+1),17:30,21:50,04h 20m,398,30 Seats available,2.7,Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:45,08h 15m,749,21 Seats available,"4.2
180",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,405,18 Seats available,"4.3
292",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Chandu Travels,A/C Seater / Sleeper (2+1),22:00,05:45,07h 45m,428,30 Seats available,"4.0
185",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
AdKKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,04:30,07h 30m,900,24 Seats available,"3.8
99",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,399,27 Seats available,"4.5
42",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Kaveri Travels,NON AC Seater / Sleeper 2+1,21:00,05:45,08h 45m,400,24 Seats available,"4.1
54",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
LUCKY TRAVELS,A/C Sleeper (2+1),22:45,06:05,07h 20m,799,24 Seats available,"4.7
27",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,550,21 Seats available,"4.5
272",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:35,06:15,07h 40m,431,23 Seats available,"4.0
87",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,900,15 Seats available,"4.3
244",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
TGSRTC - 7418,Super Luxury (Non AC Seater 2+2 Push Back),16:40,21:05,04h 25m,365,24 Seats available,"2.4
12",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),18:15,22:50,04h 35m,442,22 Seats available,"4.2
15",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7302,Super Luxury (Non AC Seater 2+2 Push Back),19:15,00:35,05h 20m,365,31 Seats available,"4.1
10",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7345,Super Luxury (Non AC Seater 2+2 Push Back),19:45,00:10,04h 25m,365,31 Seats available,"4.8
9",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7355,Super Luxury (Non AC Seater 2+2 Push Back),20:00,00:50,04h 50m,365,31 Seats available,"1.8
12",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7527,Super Luxury (Non AC Seater 2+2 Push Back),21:15,01:45,04h 30m,365,29 Seats available,"3.6
5",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),22:00,02:45,04h 45m,442,23 Seats available,"4.1
10",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7359,Super Luxury (Non AC Seater 2+2 Push Back),22:55,03:15,04h 20m,365,28 Seats available,"4.6
26",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 7375,Super Luxury (Non AC Seater 2+2 Push Back),23:59,04:55,04h 56m,366,13 Seats available,"4.5
43",Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30,23:35,06h 05m,405,19 Seats available,3.6,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:25,23:00,05h 35m,750,34 Seats available,2.8,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,750,31 Seats available,2.8,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
Anish Travels,NON A/C Sleeper (2+1),17:30,23:00,05h 30m,3000,30 Seats available,3.1,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad
TGSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:20,19:40,04h 20m,456,30 Seats available,"3.7
37",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 8110,Super Luxury (Non AC Seater 2+2 Push Back),15:25,19:55,04h 30m,376,31 Seats available,"3.9
9",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7904,Super Luxury (Non AC Seater 2+2 Push Back),15:40,20:20,04h 40m,376,26 Seats available,"3.5
16",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 1947,Rajdhani (AC Semi Sleeper 2+2),15:45,21:20,05h 35m,456,30 Seats available,"2.2
24",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7894,Super Luxury (Non AC Seater 2+2 Push Back),16:15,20:55,04h 40m,376,31 Seats available,"2.1
9",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7920,Super Luxury (Non AC Seater 2+2 Push Back),16:20,22:00,05h 40m,376,29 Seats available,"3.0
18",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7998,Super Luxury (Non AC Seater 2+2 Push Back),16:50,21:30,04h 40m,376,31 Seats available,"2.5
10",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 1155,Lahari Non A/C Sleeper Cum Seater,17:30,23:40,06h 10m,407,41 Seats available,"2.2
13",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 8009,RAJDHANI (A.C. Semi Sleeper),18:00,22:40,04h 40m,456,45 Seats available,"2.0
14",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 9453,Super Luxury (Non AC Seater 2+2 Push Back),18:00,23:40,05h 40m,376,33 Seats available,"3.3
17",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 8113,Super Luxury (Non AC Seater 2+2 Push Back),18:30,23:10,04h 40m,376,33 Seats available,"3.9
27",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7936,Super Luxury (Non AC Seater 2+2 Push Back),18:50,00:30,05h 40m,376,31 Seats available,"3.0
13",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7891,Super Luxury (Non AC Seater 2+2 Push Back),19:15,00:55,05h 40m,376,33 Seats available,"4.2
4",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7902,Super Luxury (Non AC Seater 2+2 Push Back),19:40,01:20,05h 40m,376,30 Seats available,"2.2
6",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 8005,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:45,05h 45m,376,31 Seats available,"3.8
23",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,23:15,04h 15m,800,17 Seats available,3.2,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),15:30,20:10,04h 40m,749,27 Seats available,3.1,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
New Royal Travels (Raipur),A/C Sleeper (2+1),17:30,21:45,04h 15m,953,15 Seats available,3.1,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,22:00,04h 00m,300,32 Seats available,"3.2
72",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,22:00,04h 00m,400,20 Seats available,"3.0
59",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7267,Super Luxury (Non AC Seater 2+2 Push Back),15:20,18:30,03h 10m,283,26 Seats available,"4.1
29",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7036,e-SUP LUXURY (2+2),15:20,18:20,03h 00m,283,37 Seats available,"2.8
10",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7172,RAJDHANI (A.C. Semi Sleeper),15:40,18:40,03h 00m,343,35 Seats available,"3.0
37",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7038,e-SUP LUXURY (2+2),16:00,19:00,03h 00m,283,35 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7050,e-SUP LUXURY (2+2),16:00,23:00,07h 00m,283,37 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7040,e-SUP LUXURY (2+2),16:40,19:40,03h 00m,283,43 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7376,Super Luxury (Non AC Seater 2+2 Push Back),16:50,20:05,03h 15m,283,30 Seats available,"3.9
14",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7042,e-SUP LUXURY (2+2),17:20,20:20,03h 00m,283,35 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7468,RAJDHANI (A.C. Semi Sleeper),17:30,20:40,03h 10m,343,30 Seats available,"3.9
12",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7331,Super Luxury (Non AC Seater 2+2 Push Back),17:30,21:30,04h 00m,283,30 Seats available,"3.9
28",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7044,e-SUP LUXURY (2+2),17:40,20:40,03h 00m,283,37 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7046,e-SUP LUXURY (2+2),18:40,21:40,03h 00m,283,31 Seats available,"4.5
7",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7048,e-SUP LUXURY (2+2),19:00,22:00,03h 00m,283,36 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7315,Super Luxury (Non AC Seater 2+2 Push Back),19:15,22:30,03h 15m,283,30 Seats available,"2.2
10",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7052,e-SUP LUXURY (2+2),20:50,23:50,03h 00m,283,37 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
IPS Bus Service,NON A/C Sleeper (2+2),15:30,18:40,03h 10m,800,40 Seats available,1.6,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,799,33 Seats available,"2.1
6",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,2000,36 Seats available,2.0,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,02:30,03h 20m,3000,42 Seats available,2.7,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:25,22:15,06h 50m,548,35 Seats available,"2.4
29",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,21:30,05h 50m,548,37 Seats available,"2.3
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,22:40,06h 45m,548,32 Seats available,"2.5
28",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 34336,Super Luxury (Non AC Seater 2+2 Push Back),16:00,22:30,06h 30m,451,33 Seats available,"4.3
12",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8760,Super Luxury (Non AC Seater 2+2 Push Back),17:00,23:30,06h 30m,451,29 Seats available,"3.2
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8869,Super Luxury (Non AC Seater 2+2 Push Back),17:40,23:40,06h 00m,451,1 Seat available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8933,Super Luxury (Non AC Seater 2+2 Push Back),19:15,01:45,06h 30m,451,33 Seats available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,03:40,08h 10m,451,31 Seats available,"3.0
11",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 34340,RAJDHANI (A.C. Semi Sleeper),19:40,01:40,06h 00m,548,20 Seats available,"3.0
28",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 6906,Deluxe (Non AC Seater 2+2),20:20,02:40,06h 20m,396,28 Seats available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 34330,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03:10,06h 30m,451,30 Seats available,"4.6
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8902,Super Luxury (Non AC Seater 2+2 Push Back),20:45,03:30,06h 45m,451,30 Seats available,"4.3
29",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 6909,Deluxe (Non AC Seater 2+2),21:00,03:30,06h 30m,396,35 Seats available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8727,Super Luxury (Non AC Seater 2+2 Push Back),21:15,03:45,06h 30m,451,30 Seats available,"3.6
6",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 9984,Lahari Non A/C Sleeper Cum Seater,21:30,04:15,06h 45m,451,45 Seats available,"4.2
49",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,780,15 Seats available,"4.7
156",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,580,26 Seats available,"4.3
89",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
SAIRAJ TRAVELS,A/C Sleeper (2+1),22:15,05:00,06h 45m,600,14 Seats available,"4.5
57",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,05:55,07h 20m,404,21 Seats available,"4.3
60",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,04:50,06h 15m,621,14 Seats available,"4.6
42",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:25,23:00,07h 35m,627,30 Seats available,"4.2
33",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,22:40,07h 00m,627,37 Seats available,"3.8
17",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,23:50,07h 55m,627,38 Seats available,"2.6
33",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 34336,Super Luxury (Non AC Seater 2+2 Push Back),16:00,23:30,07h 30m,517,32 Seats available,"3.9
12",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8760,Super Luxury (Non AC Seater 2+2 Push Back),17:00,00:30,07h 30m,517,33 Seats available,3.8,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,04:45,09h 15m,517,31 Seats available,"3.6
18",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 34340,Rajdhani (AC Semi Sleeper 2+2),19:40,02:40,07h 00m,627,31 Seats available,"3.3
48",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 34330,Super Luxury (Non AC Seater 2+2 Push Back),20:40,04:10,07h 30m,517,31 Seats available,"4.5
37",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8727,Super Luxury (Non AC Seater 2+2 Push Back),21:15,04:45,07h 30m,517,28 Seats available,"4.7
65",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8729,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:00,07h 15m,517,22 Seats available,"3.7
61",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,06:30,09h 10m,531,25 Seats available,"4.6
43",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,580,26 Seats available,"4.6
271",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
VSR Tours and Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,584,20 Seats available,"4.4
69",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,780,15 Seats available,"4.6
297",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,06:30,09h 10m,404,17 Seats available,"4.2
170",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 64828,Super Luxury (Non AC Seater 2+2 Push Back),16:30,22:50,06h 20m,453,31 Seats available,"2.3
7",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 2492,Super Luxury (Non AC Seater 2+2 Push Back),17:30,01:30,08h 00m,456,29 Seats available,3.9,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64363,Super Luxury (Non AC Seater 2+2 Push Back),17:50,23:55,06h 05m,453,29 Seats available,"2.3
5",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 2415,Super Luxury (Non AC Seater 2+2 Push Back),18:40,03:40,09h 00m,456,13 Seats available,3.9,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,03:50,07h 15m,550,27 Seats available,"3.5
41",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64341,Super Luxury (Non AC Seater 2+2 Push Back),20:50,04:55,08h 05m,453,25 Seats available,"4.2
49",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8856,RAJDHANI (A.C. Semi Sleeper),21:00,04:40,07h 40m,550,17 Seats available,"3.9
31",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8825,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:30,07h 30m,453,22 Seats available,"4.6
24",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8848,Super Luxury (Non AC Seater 2+2 Push Back),21:20,04:50,07h 30m,453,15 Seats available,"4.2
44",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:30,05:00,07h 30m,453,23 Seats available,"4.4
92",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64864,Super Luxury (Non AC Seater 2+2 Push Back),21:40,03:50,06h 10m,453,30 Seats available,"4.6
27",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64832,RAJDHANI (A.C. Semi Sleeper),22:00,05:25,07h 25m,550,32 Seats available,"3.1
37",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64827,Super Luxury (Non AC Seater 2+2 Push Back),22:15,06:00,07h 45m,453,21 Seats available,"4.3
38",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
BSR Tours And Travels,NON A/C Seater (2+2),22:00,05:00,07h 00m,400,26 Seats available,"4.3
274",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,350,28 Seats available,"4.3
121",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mozo travels,A/C Seater / Sleeper (2+1),22:40,05:05,06h 25m,500,20 Seats available,"4.5
79",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,04:15,05h 15m,759,12 Seats available,"4.9
27",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:00,07h 40m,404,27 Seats available,"3.7
65",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
